NU_INSCRICAO,NO_MUNICIPIO_RESIDENCIA,IDADE,SEXO,TP_ESTADO_CIVIL,RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,ESCOLA,CO_ESCOLA,NO_MUNICIPIO_ESC,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,COMP1,COMP2,COMP3,COMP4,COMP5,NOTA_REDACAO,INTERNET
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35003220.0,São Paulo,1,1,1,1,427.9,521.3,52.2,437.4,Inglês,1.0,160.0,120.0,140.0,140.0,120.0,680.0,Sim
"1,90E+11",São Paulo,18,M,1,preta,1,2,pública,35000059.0,São Paulo,1,1,1,1,407.3,530.4,456.8,609.1,Inglês,1.0,100.0,120.0,80.0,100.0,0.0,400.0,Não
"1,90E+11",São Paulo,19,F,1,amarela,1,1,não_respondeu,,,1,1,1,1,576.8,571.2,567.2,74.5,Inglês,1.0,140.0,120.0,140.0,180.0,60.0,640.0,Sim
"1,90E+11",São Paulo,31,F,1,branca,1,1,não_respondeu,,,1,1,1,1,614.4,613.3,621.5,754.3,Inglês,1.0,160.0,120.0,160.0,160.0,180.0,780.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,2,pública,35005186.0,São Paulo,1,1,1,1,357.7,406.3,44.9,441.4,Inglês,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Não
"1,90E+11",São Paulo,22,M,1,amarela,4,1,não_respondeu,,,1,1,1,1,549.3,511.3,55.6,47.0,Inglês,1.0,120.0,40.0,40.0,120.0,20.0,340.0,Sim
"1,90E+11",São Paulo,29,F,1,parda,1,1,não_respondeu,,,1,1,1,1,463.9,525.4,520.6,390.8,Espanhol,1.0,120.0,140.0,120.0,100.0,80.0,560.0,Sim
"1,90E+11",São Paulo,19,M,1,branca,1,2,privada,35165347.0,São Paulo,1,1,1,1,697.4,63.0,657.2,78.7,Inglês,1.0,160.0,180.0,160.0,140.0,200.0,840.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,1,2,pública,,,1,1,1,1,476.1,572.6,57.4,499.9,Inglês,1.0,120.0,120.0,140.0,120.0,120.0,620.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,35048636.0,São Paulo,1,1,1,1,400.2,503.7,509.4,438.5,Espanhol,1.0,120.0,120.0,120.0,100.0,0.0,460.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,467.8,39.1,540.8,537.6,Espanhol,1.0,120.0,120.0,100.0,120.0,120.0,580.0,Sim
"1,90E+11",São Paulo,19,M,1,branca,2,2,pública,,,1,1,1,1,484.1,525.4,545.5,463.4,Inglês,1.0,140.0,120.0,120.0,120.0,80.0,580.0,Sim
"1,90E+11",São Paulo,23,F,1,branca,1,1,não_respondeu,,,1,1,1,1,472.7,532.2,565.6,485.9,Inglês,1.0,80.0,100.0,100.0,100.0,20.0,400.0,Sim
"1,90E+11",São Paulo,17,F,1,preta,1,2,pública,35036729.0,São Paulo,1,1,1,1,375.7,506.1,515.4,443.1,Espanhol,1.0,80.0,40.0,40.0,80.0,0.0,240.0,Não
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35003585.0,São Paulo,1,1,1,1,469.1,470.2,510.9,556.9,Espanhol,1.0,120.0,120.0,140.0,120.0,180.0,680.0,Sim
"1,90E+11",São Paulo,17,F,0,branca,1,2,pública,35002513.0,São Paulo,1,1,1,1,428.8,382.6,479.8,432.4,Inglês,1.0,120.0,160.0,140.0,120.0,140.0,680.0,Não
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35374957.0,São Paulo,1,1,1,1,50.6,565.1,510.6,63.8,Espanhol,1.0,120.0,140.0,120.0,120.0,100.0,600.0,Sim
"1,90E+11",São Paulo,25,M,1,parda,1,1,não_respondeu,,,1,1,1,1,520.4,592.3,553.7,370.4,Espanhol,1.0,120.0,40.0,40.0,100.0,40.0,340.0,Sim
"1,90E+11",São Paulo,18,F,1,preta,1,1,não_respondeu,,,1,1,1,1,454.2,597.7,577.5,566.3,Inglês,1.0,140.0,180.0,160.0,140.0,180.0,800.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35101965.0,São Paulo,1,1,1,1,37.6,398.8,47.0,581.8,Espanhol,1.0,120.0,80.0,120.0,120.0,160.0,600.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,461.1,576.9,589.8,389.1,Espanhol,1.0,120.0,120.0,120.0,120.0,140.0,620.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,,,1,1,1,1,487.6,508.7,521.9,468.4,Inglês,1.0,120.0,100.0,120.0,120.0,160.0,620.0,Sim
"1,90E+11",São Paulo,19,M,1,branca,1,1,não_respondeu,,,1,1,1,1,512.7,58.2,601.4,679.1,Inglês,1.0,140.0,200.0,120.0,120.0,160.0,740.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35001703.0,São Paulo,1,1,1,1,480.9,555.6,562.9,440.8,Inglês,1.0,140.0,120.0,120.0,140.0,80.0,600.0,Sim
"1,90E+11",São Paulo,17,F,1,preta,1,2,pública,35005162.0,São Paulo,1,1,1,1,382.5,340.5,453.7,524.1,Inglês,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Sim
"1,90E+11",São Paulo,18,M,0,branca,1,1,não_respondeu,,,1,1,1,1,534.2,551.6,528.3,487.7,Inglês,1.0,140.0,160.0,140.0,120.0,140.0,700.0,Sim
"1,90E+11",São Paulo,18,F,1,preta,1,2,pública,35923047.0,São Paulo,1,1,1,1,460.5,438.1,406.3,502.5,Espanhol,1.0,120.0,120.0,120.0,120.0,20.0,500.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35037710.0,São Paulo,1,1,1,1,396.7,392.8,499.9,549.1,Inglês,1.0,120.0,120.0,100.0,140.0,60.0,540.0,Sim
"1,90E+11",São Paulo,39,F,2,nao_declarado,1,1,não_respondeu,,,1,1,1,1,428.1,531.9,555.3,487.5,Inglês,1.0,120.0,120.0,120.0,100.0,120.0,580.0,Sim
"1,90E+11",São Paulo,18,M,1,parda,1,2,pública,35037084.0,São Paulo,1,1,1,1,382.8,37.8,362.8,450.1,Inglês,1.0,120.0,200.0,120.0,80.0,80.0,600.0,Sim
"1,90E+11",São Paulo,20,F,1,parda,1,1,não_respondeu,,,1,1,1,1,523.2,521.1,581.9,638.1,Inglês,1.0,120.0,120.0,120.0,140.0,120.0,620.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,1,2,privada,35132214.0,São Paulo,1,1,1,1,572.5,636.4,620.7,710.4,Inglês,1.0,160.0,120.0,140.0,140.0,120.0,680.0,Sim
"1,90E+11",São Paulo,37,F,0,parda,1,1,não_respondeu,,,1,1,1,1,472.6,53.5,567.2,583.5,Inglês,1.0,120.0,40.0,40.0,120.0,20.0,340.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,2,pública,35003759.0,São Paulo,1,1,1,1,420.8,441.2,481.4,407.2,Inglês,1.0,100.0,120.0,80.0,120.0,80.0,500.0,Sim
"1,90E+11",São Paulo,23,F,1,branca,1,1,não_respondeu,,,1,1,1,1,401.3,480.2,533.1,477.3,Inglês,1.0,120.0,120.0,120.0,140.0,100.0,600.0,Não
"1,90E+11",São Paulo,17,F,1,preta,2,2,pública,35106884.0,São Paulo,1,1,1,1,434.6,42.5,502.5,410.8,Espanhol,1.0,100.0,120.0,120.0,120.0,60.0,520.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,1,não_respondeu,,,1,1,1,1,373.2,511.5,459.2,390.6,Inglês,1.0,80.0,120.0,100.0,80.0,100.0,480.0,Sim
"1,90E+11",São Paulo,28,F,1,parda,1,1,não_respondeu,,,1,1,1,1,449.8,507.1,574.7,503.3,Espanhol,1.0,120.0,80.0,80.0,80.0,0.0,360.0,Sim
"1,90E+11",São Paulo,20,F,1,branca,1,1,não_respondeu,,,1,1,1,1,339.1,464.4,523.5,436.4,Inglês,1.0,120.0,100.0,100.0,80.0,80.0,480.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,,,1,1,1,1,522.8,527.1,55.2,377.8,Inglês,1.0,120.0,40.0,40.0,120.0,20.0,340.0,Sim
"1,90E+11",São Paulo,19,F,1,branca,1,1,não_respondeu,,,1,1,1,1,57.9,65.7,638.3,597.3,Inglês,1.0,180.0,140.0,120.0,120.0,80.0,640.0,Sim
"1,90E+11",São Paulo,26,M,1,branca,1,1,não_respondeu,,,1,1,1,1,702.8,702.2,648.7,788.2,Inglês,1.0,160.0,120.0,140.0,160.0,140.0,720.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35003402.0,São Paulo,1,1,1,1,426.6,398.4,473.3,408.5,Espanhol,1.0,80.0,80.0,80.0,80.0,0.0,320.0,Sim
"1,90E+11",São Paulo,47,F,2,parda,1,1,não_respondeu,,,1,1,1,1,50.8,536.8,567.4,629.7,Espanhol,1.0,120.0,120.0,120.0,120.0,140.0,620.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,1,não_respondeu,,,1,1,1,1,44.1,493.6,511.3,514.5,Inglês,1.0,120.0,140.0,120.0,120.0,120.0,620.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,privada,35171189.0,São Paulo,1,1,1,1,462.9,460.2,561.1,603.2,Espanhol,1.0,120.0,180.0,120.0,80.0,140.0,640.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35002264.0,São Paulo,1,1,1,1,359.8,383.1,429.8,422.9,Inglês,1.0,80.0,80.0,80.0,40.0,80.0,360.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,1,1,não_respondeu,,,1,1,1,1,587.6,574.6,577.6,575.8,Inglês,1.0,120.0,120.0,120.0,120.0,120.0,600.0,Sim
"1,90E+11",São Paulo,17,F,0,nao_declarado,1,2,privada,35807813.0,São Paulo,1,1,1,1,520.8,581.2,593.1,459.3,Inglês,1.0,160.0,120.0,120.0,160.0,120.0,680.0,Sim
"1,90E+11",São Paulo,17,F,1,amarela,1,2,pública,35002963.0,São Paulo,1,1,1,1,484.7,520.2,555.2,41.6,Inglês,1.0,160.0,160.0,140.0,100.0,60.0,620.0,Sim
"1,90E+11",São Paulo,22,M,1,preta,1,1,não_respondeu,,,1,1,1,1,42.0,468.2,519.9,427.8,Inglês,1.0,120.0,40.0,40.0,120.0,0.0,320.0,Sim
"1,90E+11",São Paulo,24,F,1,preta,1,1,não_respondeu,,,1,1,1,1,500.9,575.2,576.1,481.3,Inglês,1.0,120.0,120.0,120.0,120.0,80.0,560.0,Sim
"1,90E+11",São Paulo,43,F,1,parda,1,1,não_respondeu,,,1,1,1,1,443.6,498.4,499.1,490.5,Espanhol,1.0,120.0,100.0,80.0,80.0,100.0,480.0,Não
"1,90E+11",São Paulo,18,F,1,branca,1,2,pública,,,1,1,1,1,375.8,351.7,509.8,465.2,Inglês,1.0,120.0,140.0,120.0,120.0,80.0,580.0,Não
"1,90E+11",São Paulo,19,M,1,preta,1,1,não_respondeu,,,1,1,1,1,475.4,578.7,617.7,502.6,Inglês,1.0,180.0,160.0,140.0,140.0,120.0,740.0,Não
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35002690.0,São Paulo,1,1,1,1,492.2,542.7,539.7,564.5,Espanhol,1.0,80.0,40.0,40.0,100.0,0.0,260.0,Sim
"1,90E+11",São Paulo,18,M,1,parda,1,2,pública,,,1,1,1,1,516.3,532.2,53.1,611.2,Espanhol,1.0,80.0,120.0,120.0,80.0,80.0,480.0,Sim
"1,90E+11",São Paulo,21,F,1,parda,1,1,não_respondeu,,,1,1,1,1,534.9,465.3,512.8,697.4,Inglês,1.0,140.0,120.0,140.0,120.0,100.0,620.0,Sim
"1,90E+11",São Paulo,37,M,0,parda,1,1,não_respondeu,,,1,1,1,1,551.9,522.3,551.7,595.5,Espanhol,1.0,120.0,120.0,120.0,120.0,40.0,520.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,privada,35103697.0,São Paulo,1,1,1,1,590.5,543.6,570.1,719.6,Inglês,1.0,100.0,120.0,120.0,100.0,120.0,560.0,Sim
"1,90E+11",São Paulo,19,F,1,branca,1,1,não_respondeu,,,1,1,1,1,595.1,644.2,601.7,652.7,Inglês,1.0,140.0,120.0,160.0,180.0,160.0,760.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,1,2,pública,,,1,1,1,1,43.4,492.4,518.4,524.5,Espanhol,1.0,120.0,120.0,120.0,120.0,100.0,580.0,Sim
"1,90E+11",São Paulo,19,F,1,amarela,1,1,não_respondeu,,,1,1,1,1,481.1,536.9,554.6,531.4,Inglês,1.0,160.0,120.0,160.0,160.0,160.0,760.0,Sim
"1,90E+11",São Paulo,19,F,1,branca,1,1,não_respondeu,,,1,1,1,1,547.1,606.6,580.6,674.8,Espanhol,1.0,120.0,120.0,120.0,160.0,100.0,620.0,Sim
"1,90E+11",São Paulo,17,F,3,branca,1,2,pública,35004352.0,São Paulo,1,1,1,1,565.1,595.7,598.3,587.1,Espanhol,1.0,140.0,120.0,140.0,120.0,120.0,640.0,Sim
"1,90E+11",São Paulo,20,M,1,branca,1,1,não_respondeu,,,1,1,1,1,545.7,621.3,529.1,523.6,Inglês,1.0,160.0,200.0,160.0,160.0,120.0,800.0,Sim
"1,90E+11",São Paulo,19,F,1,amarela,1,1,não_respondeu,,,1,1,1,1,644.4,614.8,61.3,805.3,Inglês,1.0,160.0,200.0,160.0,200.0,160.0,880.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,2,privada,35060574.0,São Paulo,1,1,1,1,494.6,608.2,393.7,554.6,Inglês,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Sim
"1,90E+11",São Paulo,20,M,2,preta,1,1,não_respondeu,,,1,1,1,1,408.5,432.7,338.5,393.6,Espanhol,1.0,100.0,80.0,60.0,100.0,0.0,340.0,Sim
"1,90E+11",São Paulo,20,F,1,branca,1,1,não_respondeu,,,1,1,1,1,35.0,49.4,48.6,461.2,Inglês,1.0,100.0,120.0,100.0,120.0,120.0,560.0,Não
"1,90E+11",São Paulo,18,M,1,preta,1,1,não_respondeu,,,1,1,1,1,597.2,679.5,583.7,756.1,Inglês,1.0,160.0,140.0,200.0,200.0,160.0,860.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,540.6,545.7,565.7,606.7,Espanhol,1.0,160.0,120.0,160.0,120.0,120.0,680.0,Sim
"1,90E+11",São Paulo,38,F,2,branca,1,1,não_respondeu,,,1,1,1,1,403.3,445.7,564.4,432.4,Espanhol,1.0,140.0,120.0,160.0,200.0,180.0,800.0,Sim
"1,90E+11",São Paulo,18,M,1,amarela,1,1,não_respondeu,,,1,1,1,1,641.8,63.8,588.7,833.3,Inglês,1.0,120.0,200.0,120.0,180.0,120.0,740.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,1,não_respondeu,,,1,1,1,1,373.3,475.6,475.7,374.3,Espanhol,1.0,100.0,100.0,80.0,60.0,40.0,380.0,Sim
"1,90E+11",São Paulo,18,M,1,parda,1,2,pública,35001624.0,São Paulo,1,1,1,1,423.4,444.9,51.7,487.7,Espanhol,1.0,80.0,120.0,120.0,120.0,80.0,520.0,Sim
"1,90E+11",São Paulo,54,F,2,branca,1,1,não_respondeu,,,1,1,1,1,455.1,453.8,496.2,472.6,Espanhol,1.0,120.0,120.0,100.0,100.0,40.0,480.0,Sim
"1,90E+11",São Paulo,20,M,1,branca,1,1,não_respondeu,,,1,1,1,1,551.6,60.9,612.5,671.2,Inglês,1.0,120.0,120.0,120.0,140.0,120.0,620.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,privada,35143959.0,São Paulo,1,1,1,1,511.6,569.5,582.6,531.7,Inglês,1.0,120.0,120.0,120.0,100.0,80.0,540.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,4,2,pública,35003797.0,São Paulo,1,1,1,1,446.1,518.5,509.4,509.3,Espanhol,1.0,80.0,40.0,40.0,80.0,0.0,240.0,Sim
"1,90E+11",São Paulo,47,F,1,preta,1,1,não_respondeu,,,1,1,1,1,408.6,418.8,335.5,362.8,Espanhol,1.0,60.0,100.0,80.0,100.0,60.0,400.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,545.2,534.4,511.2,446.3,Inglês,1.0,120.0,120.0,120.0,120.0,80.0,560.0,Não
"1,90E+11",São Paulo,30,M,1,parda,1,1,não_respondeu,,,1,1,1,1,398.3,340.8,557.4,574.5,Inglês,1.0,140.0,120.0,120.0,120.0,120.0,620.0,Sim
"1,90E+11",São Paulo,26,M,0,parda,1,1,não_respondeu,,,1,1,1,1,409.9,367.9,456.8,419.3,Espanhol,1.0,80.0,120.0,100.0,100.0,0.0,400.0,Não
"1,90E+11",São Paulo,20,M,1,parda,1,1,não_respondeu,,,1,1,1,1,539.1,535.3,463.1,530.7,Inglês,1.0,120.0,120.0,120.0,120.0,100.0,580.0,Sim
"1,90E+11",São Paulo,19,M,1,branca,1,2,privada,,,1,1,1,1,518.7,614.6,58.3,651.5,Espanhol,1.0,120.0,140.0,140.0,140.0,140.0,680.0,Sim
"1,90E+11",São Paulo,19,F,1,branca,1,1,não_respondeu,,,1,1,1,1,54.7,577.2,572.2,699.6,Inglês,1.0,160.0,180.0,140.0,120.0,160.0,760.0,Sim
"1,90E+11",São Paulo,25,M,2,branca,1,1,não_respondeu,,,1,1,1,1,566.7,62.6,568.9,632.3,Inglês,1.0,120.0,120.0,120.0,120.0,160.0,640.0,Sim
"1,90E+11",São Paulo,21,F,1,parda,1,1,não_respondeu,,,1,1,1,1,423.8,391.5,531.3,490.7,Inglês,1.0,120.0,120.0,120.0,120.0,140.0,620.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,4,1,não_respondeu,,,1,1,1,1,536.2,537.7,529.9,511.9,Inglês,1.0,120.0,120.0,80.0,120.0,120.0,560.0,Não
"1,90E+11",São Paulo,41,M,1,branca,1,1,não_respondeu,,,1,1,1,1,536.3,421.2,493.8,639.8,Espanhol,1.0,80.0,120.0,120.0,100.0,120.0,540.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,,,1,1,1,1,554.3,578.5,619.1,648.7,Inglês,1.0,140.0,120.0,140.0,140.0,140.0,680.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,1,2,privada,,,1,1,1,1,571.5,620.5,582.6,618.7,Inglês,1.0,140.0,120.0,120.0,120.0,0.0,500.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35923795.0,São Paulo,1,1,1,1,542.2,573.9,514.2,582.7,Inglês,1.0,160.0,160.0,140.0,180.0,200.0,840.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35000383.0,São Paulo,1,1,1,1,395.6,353.8,509.6,546.2,Espanhol,1.0,120.0,120.0,120.0,100.0,0.0,460.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,35102751.0,São Paulo,1,1,1,1,55.6,635.6,597.9,592.1,Inglês,1.0,160.0,120.0,140.0,120.0,160.0,700.0,Sim
"1,90E+11",São Paulo,24,F,2,parda,1,1,não_respondeu,,,1,1,1,1,532.4,587.3,538.3,491.8,Inglês,1.0,140.0,160.0,120.0,120.0,140.0,680.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,35811385.0,São Paulo,1,1,1,1,535.5,503.9,55.4,62.5,Inglês,1.0,120.0,160.0,120.0,120.0,140.0,660.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,,,1,1,1,1,574.7,621.8,601.4,685.7,Inglês,1.0,160.0,120.0,180.0,180.0,140.0,780.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,2,pública,35004339.0,São Paulo,1,1,1,1,372.1,499.1,500.9,478.8,Espanhol,1.0,120.0,120.0,120.0,80.0,120.0,560.0,Sim
"1,90E+11",São Paulo,23,M,1,branca,1,2,pública,,,1,1,1,1,512.8,555.9,555.9,59.9,Espanhol,1.0,120.0,120.0,100.0,120.0,0.0,460.0,Não
"1,90E+11",São Paulo,18,M,1,preta,1,1,não_respondeu,,,1,1,1,1,486.7,560.8,54.6,572.6,Inglês,1.0,120.0,120.0,80.0,80.0,100.0,500.0,Sim
"1,90E+11",São Paulo,17,F,0,indigena,1,2,pública,35001569.0,São Paulo,1,1,1,1,432.1,44.6,533.3,51.0,Espanhol,1.0,100.0,100.0,120.0,80.0,80.0,480.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,1,2,pública,,,1,1,1,1,523.3,567.7,605.4,569.5,Inglês,1.0,120.0,120.0,120.0,140.0,160.0,660.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,1,1,não_respondeu,,,1,1,1,1,414.7,499.6,509.5,534.1,Inglês,1.0,140.0,120.0,140.0,120.0,120.0,640.0,Sim
"1,90E+11",São Paulo,29,F,1,branca,1,1,não_respondeu,,,1,1,1,1,618.7,634.7,635.8,632.7,Inglês,1.0,140.0,140.0,140.0,100.0,120.0,640.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,privada,,,1,1,1,1,377.5,472.1,550.4,616.9,Inglês,1.0,140.0,120.0,120.0,120.0,100.0,600.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,privada,35176588.0,São Paulo,1,1,1,1,624.2,643.1,623.7,779.1,Inglês,1.0,160.0,200.0,200.0,160.0,200.0,920.0,Sim
"1,90E+11",São Paulo,22,F,1,preta,1,1,não_respondeu,,,1,1,1,1,524.2,564.4,56.4,48.3,Espanhol,1.0,120.0,120.0,80.0,100.0,0.0,420.0,Sim
"1,90E+11",São Paulo,19,F,0,parda,4,1,não_respondeu,,,1,1,1,1,623.9,706.5,698.2,788.4,Inglês,1.0,160.0,180.0,180.0,180.0,180.0,880.0,Sim
"1,90E+11",São Paulo,26,M,1,branca,1,1,não_respondeu,,,1,1,1,1,42.2,547.1,55.8,542.3,Espanhol,1.0,120.0,120.0,100.0,120.0,80.0,540.0,Não
"1,90E+11",São Paulo,20,F,1,parda,1,1,não_respondeu,,,1,1,1,1,42.2,612.4,580.8,606.8,Inglês,1.0,160.0,140.0,140.0,160.0,160.0,760.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,,,1,1,1,1,42.8,505.6,507.1,470.2,Inglês,1.0,140.0,140.0,120.0,100.0,120.0,620.0,Sim
"1,90E+11",São Paulo,19,M,1,branca,1,1,não_respondeu,,,1,1,1,1,480.2,574.5,57.5,622.6,Inglês,1.0,120.0,120.0,120.0,120.0,80.0,560.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,privada,35142529.0,São Paulo,1,1,1,1,550.7,608.1,553.9,661.1,Inglês,1.0,120.0,80.0,120.0,120.0,120.0,560.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,61.6,641.3,640.6,71.1,Inglês,1.0,160.0,180.0,160.0,180.0,140.0,820.0,Sim
"1,90E+11",São Paulo,19,M,1,parda,1,1,não_respondeu,,,1,1,1,1,767.3,741.9,736.2,882.5,Inglês,1.0,200.0,200.0,200.0,200.0,200.0,1000.0,Sim
"1,90E+11",São Paulo,24,F,1,branca,1,1,não_respondeu,,,1,1,1,1,73.4,681.3,635.6,711.4,Inglês,1.0,160.0,140.0,160.0,160.0,160.0,780.0,Sim
"1,90E+11",São Paulo,21,F,0,parda,1,1,não_respondeu,,,1,1,1,1,405.1,441.2,489.6,425.9,Espanhol,1.0,120.0,120.0,120.0,120.0,120.0,600.0,Não
"1,90E+11",São Paulo,66,M,2,parda,1,1,não_respondeu,,,1,1,1,1,447.9,60.2,382.6,457.3,Espanhol,1.0,100.0,100.0,80.0,100.0,40.0,420.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35000371.0,São Paulo,1,1,1,1,511.4,609.6,550.4,568.2,Inglês,1.0,140.0,40.0,40.0,120.0,80.0,420.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,,,1,1,1,1,467.5,442.5,41.7,392.2,Espanhol,1.0,120.0,120.0,120.0,140.0,0.0,500.0,Sim
"1,90E+11",São Paulo,19,F,1,preta,2,1,não_respondeu,,,1,1,1,1,460.9,405.9,50.4,418.7,Espanhol,1.0,100.0,120.0,120.0,120.0,40.0,500.0,Sim
"1,90E+11",São Paulo,19,M,1,branca,1,1,não_respondeu,,,1,1,1,1,517.5,594.1,585.8,542.6,Inglês,1.0,120.0,120.0,120.0,120.0,140.0,620.0,Sim
"1,90E+11",São Paulo,21,M,1,parda,1,1,não_respondeu,,,1,1,1,1,511.7,590.5,558.8,514.3,Inglês,1.0,120.0,120.0,120.0,120.0,100.0,580.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,1,1,não_respondeu,,,1,1,1,1,497.5,467.6,545.4,549.1,Inglês,1.0,140.0,120.0,140.0,160.0,120.0,680.0,Sim
"1,90E+11",São Paulo,18,M,1,preta,1,2,privada,,,1,1,1,1,495.1,505.2,53.2,537.3,Espanhol,1.0,120.0,140.0,80.0,140.0,100.0,580.0,Sim
"1,90E+11",São Paulo,37,F,1,branca,1,1,não_respondeu,,,1,1,1,1,469.6,350.6,498.9,430.9,Espanhol,1.0,120.0,120.0,100.0,100.0,100.0,540.0,Sim
